geneid	chr	left	right
ENSG00000233250	X	53432722	53433032
ENSG00000233251	2	56170244	56185870
ENSG00000233288	7	56528253	56538676
ENSG00000233330	6	149591755	149592663
ENSG00000233359	1	102199739	102581622
ENSG00000233379	13	77939016	77975539
ENSG00000233420	7	88420167	88756725
ENSG00000233461	1	231520729	231528618
ENSG00000233519	1	240400671	240401123
ENSG00000233538	2	231426267	231453478
ENSG00000233542	1	2013198	2019198
ENSG00000233755	1	25043567	25113346
ENSG00000233783	21	25928754	25952614
ENSG00000233785	X	23772809	23783406
ENSG00000233862	2	29841187	30147865
ENSG00000233866	22	15914721	15915800
ENSG00000233928	X	33726048	34380499
ENSG00000233967	6	80390987	80466674
ENSG00000233968	10	19683744	19728577
ENSG00000234034	21	22500604	22520058
ENSG00000234139	20	36051491	36091255
ENSG00000234147	6	140575530	140898472
ENSG00000234156	9	122403407	122639685
ENSG00000234173	10	54486230	54656056
ENSG00000234182	10	3009976	3013111
ENSG00000234255	2	65439838	65456571
ENSG00000234261	6	14431376	15090403
ENSG00000234318	1	62896009	62901639
ENSG00000234352	7	136685559	137182107
ENSG00000234378	2	20063856	20137475
ENSG00000234425	1	160537044	160571458
ENSG00000234484	6	132752675	132753951
ENSG00000234553	5	56536583	56537826
ENSG00000234640	10	128315919	128320260
ENSG00000234647	6	168242938	168264103
ENSG00000234686	7	49230137	49254816
ENSG00000234710	7	9621764	9769518
ENSG00000234714	2	204090457	204109849
ENSG00000234775	1	203115468	203128367
ENSG00000234913	22	18004270	18007308
ENSG00000234929	2	2638178	2696443
ENSG00000234938	2	215530350	215545529
ENSG00000235020	10	18206127	18261504
ENSG00000235021	1	246683160	246691874
ENSG00000235023	21	42648271	42651244
ENSG00000235051	6	10881780	10884349
ENSG00000235059	Y	22438924	22514637
ENSG00000235070	2	226086623	226185651
ENSG00000235077	7	100130891	100143647
ENSG00000235078	2	3519275	3524094
ENSG00000235091	22	45875967	45891465
ENSG00000235099	6	93070387	93103384
ENSG00000235100	10	89634146	89701465
ENSG00000235122	6	49713642	49820505
ENSG00000235127	2	14886647	14907664
ENSG00000235140	10	59578467	59650345
ENSG00000235143	1	30858158	30860254
ENSG00000235151	2	241844357	241845736
ENSG00000235158	3	1008135	1012934
ENSG00000235189	X	129868743	129959868
ENSG00000235277	21	14901797	14947383
ENSG00000235288	3	42785087	42852449
ENSG00000235292	20	12243308	12318224
ENSG00000235296	17	81941719	81956167
ENSG00000235381	6	155253139	155256724
ENSG00000235389	9	8700595	8701552
ENSG00000235522	2	105846534	105857177
ENSG00000235615	2	131964731	131979873
ENSG00000235659	9	61861469	61869202
ENSG00000235726	2	234793112	234913384
ENSG00000235749	1	247639622	247761255
ENSG00000235782	1	70838906	70951493
ENSG00000235813	X	134599457	134606254
ENSG00000235840	2	120318356	120328253
ENSG00000235872	12	67658991	67670919
ENSG00000235881	2	110709575	110716595
ENSG00000235979	17	19417769	19495227
ENSG00000236064	X	107857364	107936596
ENSG00000236098	1	94249327	94335075
ENSG00000236120	X	5653418	5726388
ENSG00000236209	2	74919555	74924846
ENSG00000236213	2	37425634	37921937
ENSG00000236230	1	222086146	222389103
ENSG00000236255	2	117833937	117841658
ENSG00000236283	2	164840661	165208261
ENSG00000236299	7	63888200	63900794
ENSG00000236304	11	76656984	76663866
ENSG00000236366	6	142526452	142637889
ENSG00000236377	17	32876726	32906611
ENSG00000236387	20	4422186	4431732
ENSG00000236393	X	40262540	40399092
ENSG00000236434	1	51264916	51266074
ENSG00000236528	1	25859549	25868433
ENSG00000236540	22	20058030	20070569
ENSG00000236687	9	131816192	131821276
ENSG00000236723	1	53209783	53213775
ENSG00000236744	10	55247755	55597233
ENSG00000236754	22	17579386	17589192
ENSG00000236817	1	247565619	247640923
ENSG00000236885	2	151114811	151186209
ENSG00000236924	9	6644522	6727438
ENSG00000236936	1	21262942	21267255
ENSG00000236951	Y	22071756	22147484
ENSG00000236986	9	131132852	131167505
ENSG00000236989	2	16083923	16106307
ENSG00000236990	10	4051254	4089013
ENSG00000237015	22	29260889	29262037
ENSG00000237063	20	36086252	36088192
ENSG00000237076	1	83766417	83836238
ENSG00000237126	2	232579423	232611971
ENSG00000237153	9	16917511	17114128
ENSG00000237174	6	75357214	75399350
ENSG00000237188	1	147172701	147295734
ENSG00000237224	10	129693722	129702117
ENSG00000237301	1	15586136	15603632
ENSG00000237370	2	3603397	3604242
ENSG00000237390	1	156388093	156395609
ENSG00000237414	9	23894990	23898054
ENSG00000237429	1	27522446	27534529
ENSG00000237480	1	105956694	106124564
ENSG00000237525	2	215533056	215714387
ENSG00000237529	9	83272280	83279499
ENSG00000237588	1	156687695	156691997
ENSG00000237596	6	135991936	136225751
ENSG00000237604	21	44175489	44176453
ENSG00000237633	2	16523176	16555564
ENSG00000237699	13	113877333	113879376
ENSG00000237718	16	67614381	67616146
ENSG00000237735	21	16692123	16815688
ENSG00000237773	7	16970320	17308435
ENSG00000237844	2	163743913	164352223
ENSG00000237862	22	37339569	37355297
ENSG00000238035	5	181306502	181324685
ENSG00000238039	X	149511509	149526264
ENSG00000238054	1	188869474	188888540
ENSG00000238122	1	108247487	108273689
ENSG00000238142	1	16887535	16896642
ENSG00000238171	2	181076051	181105968
ENSG00000238207	2	117754139	117804287
ENSG00000238272	1	173555251	173612772
ENSG00000238273	2	105363038	105378839
ENSG00000238280	10	62682651	62805892
ENSG00000239219	3	169939353	169966738
ENSG00000239381	3	181534177	181700673
ENSG00000239415	21	46251549	46254133
ENSG00000239480	7	102426818	102434780
ENSG00000239482	3	112302478	112332791
ENSG00000239572	3	87641412	87793629
ENSG00000239767	3	86205503	86267424
ENSG00000239791	16	30572039	30583860
ENSG00000239922	3	147939870	148007127
ENSG00000240015	8	38123274	38124651
ENSG00000240040	2	88811186	88861563
ENSG00000240207	3	158732263	158784552
ENSG00000240241	3	78266940	78295160
ENSG00000240291	10	18513106	18545651
ENSG00000240497	3	171459230	171469720
ENSG00000240499	7	122328469	122440388
ENSG00000240521	3	148850933	148960112
ENSG00000240535	5	55021299	55042844
ENSG00000240591	22	31452881	31464304
ENSG00000240687	2	9631167	9713301
ENSG00000240792	3	163455568	163479500
ENSG00000240801	11	2129121	2129964
ENSG00000240915	8	63013068	63014681
ENSG00000241059	5	91355380	91356026
ENSG00000241168	3	163026396	163232149
ENSG00000241219	3	113040505	113104434
ENSG00000241326	1	9983141	9984568
ENSG00000241490	3	114206112	114236204
ENSG00000241525	17	404468	414023
ENSG00000241666	1	167554272	167655136
ENSG00000241860	1	89295	181719
ENSG00000241882	3	168288553	168291228
ENSG00000242078	7	129783370	129785185
ENSG00000242282	2	3531813	3536915
ENSG00000242536	3	157814822	158088997
ENSG00000242539	3	179396961	179399191
ENSG00000242588	7	128530380	128663479
ENSG00000242593	7	124032034	124489572
ENSG00000242611	7	76890	83349
ENSG00000242628	2	24210650	24222201
ENSG00000242798	7	100115214	100127156
ENSG00000242816	3	117719859	117794384
ENSG00000242880	3	115147451	115565595
ENSG00000243081	3	112346706	112423062
ENSG00000243155	1	180944042	180976482
ENSG00000243273	3	150890570	151038818
ENSG00000243349	10	45147359	45240384
ENSG00000243433	7	151028781	151029754
ENSG00000243620	3	146881783	147370656
ENSG00000243655	17	22524563	22525330
ENSG00000243797	7	106372251	106775784
ENSG00000243818	3	142912116	142942537
ENSG00000243960	1	111438638	111441364
ENSG00000244055	7	92457564	92519877
ENSG00000244380	3	48440352	48446680
ENSG00000244459	4	1571029	1580564
ENSG00000244675	3	194496317	194501503
ENSG00000244953	11	43943787	43947206
ENSG00000245008	11	128582684	128686922
ENSG00000245025	8	22984596	23019344
ENSG00000245156	11	66269832	66278525
ENSG00000245651	12	57869832	57896482
ENSG00000245667	12	6543504	6544931
ENSG00000246090	4	99086498	99301360
ENSG00000246225	11	22829380	22945393
ENSG00000246250	11	43827517	43880726
ENSG00000246308	11	10808679	10827009
ENSG00000246465	16	28284885	28292067
ENSG00000246477	8	11315859	11325429
ENSG00000246851	9	131189910	131194205
ENSG00000247121	5	96814027	96936021
ENSG00000247130	4	188119096	188160089
ENSG00000247134	8	32927913	33076792
ENSG00000247193	4	36244063	36274222
ENSG00000247228	16	70137655	70173505
ENSG00000247324	16	71462272	71465941
ENSG00000247402	5	102605635	102606197
ENSG00000247416	11	112959275	112963488
ENSG00000247679	5	177611240	177619754
ENSG00000247903	12	26971586	26979582
ENSG00000247934	12	28163298	28190738
ENSG00000248029	5	55063179	55066230
ENSG00000248148	5	45035199	45098647
ENSG00000248161	4	102418602	102502487
ENSG00000248369	4	132435802	132447235
ENSG00000248431	4	162705359	163059927
ENSG00000248443	5	124829472	124830290
ENSG00000248458	1	66665864	66677027
ENSG00000248468	3	131502564	131520882
ENSG00000248475	5	58741581	58817099
ENSG00000248491	4	127094410	127470632
ENSG00000248516	4	4321941	4338353
ENSG00000248540	15	74125915	74132009
ENSG00000248544	5	157375741	157384950
ENSG00000248551	4	174977559	175451298
ENSG00000248605	5	25218973	25445960
ENSG00000248634	5	128663978	128742829
ENSG00000248736	5	2917858	2967955
ENSG00000248738	8	22877972	22888022
ENSG00000248747	4	141240739	141278789
ENSG00000248752	5	125332513	126368806
ENSG00000248762	8	95958701	95993224
ENSG00000248783	5	12340056	12574765
ENSG00000248802	4	128582999	128601407
ENSG00000248837	4	22989147	23193740
ENSG00000248912	4	156686664	156692636
ENSG00000248954	17	49887590	49938666
ENSG00000248973	5	4423511	4867407
ENSG00000248994	5	1927877	2119926
ENSG00000249021	5	115691462	115692167
ENSG00000249028	12	1380060	1391502
ENSG00000249094	12	109880657	109888661
ENSG00000249102	5	33008921	33026025
ENSG00000249150	5	116798630	116830370
ENSG00000249198	5	57751192	57751717
ENSG00000249207	4	39066974	39182346
ENSG00000249228	4	29046591	29048765
ENSG00000249275	4	157637687	157678961
ENSG00000249328	8	79769372	79871784
ENSG00000249330	4	46390255	46510194
ENSG00000249349	5	85112342	85112756
ENSG00000249392	4	59551142	59630324
ENSG00000249406	17	50199876	50215922
ENSG00000249429	5	143489855	143531350
ENSG00000249456	10	124917143	124942881
ENSG00000249476	5	109237120	109326369
ENSG00000249593	5	139010993	139051203
ENSG00000249642	4	187613567	187712329
ENSG00000249655	5	80630313	80631590
ENSG00000249679	4	185470548	185527405
ENSG00000249738	5	159310579	159805536
ENSG00000249743	5	73213845	73295258
ENSG00000249753	12	63623788	63795718
ENSG00000249803	5	136466645	136763409
ENSG00000249807	5	10137138	10138365
ENSG00000249892	4	59767816	59792115
ENSG00000249894	5	67800740	67890096
ENSG00000250038	4	28311231	28402957
ENSG00000250039	4	21949015	22330330
ENSG00000250041	11	10884149	10900403
ENSG00000250049	5	92082597	92487353
ENSG00000250069	5	140200163	140203187
ENSG00000250075	4	67417305	67468251
ENSG00000250122	5	45890216	45895970
ENSG00000250124	5	86380660	86381426
ENSG00000250132	12	974133	991190
ENSG00000250155	5	36665895	36725218
ENSG00000250167	5	135476913	135638231
ENSG00000250258	5	79774348	79816190
ENSG00000250280	12	65281657	65286728
ENSG00000250286	17	50525520	50538761
ENSG00000250333	4	57605694	57658800
ENSG00000250348	5	76285523	76336851
ENSG00000250377	5	88691548	88695492
ENSG00000250397	11	856880	859795
ENSG00000250493	11	120867933	120894797
ENSG00000250497	4	13777377	13782157
ENSG00000250501	4	138773537	138803567
ENSG00000250509	5	180416949	180443240
ENSG00000250519	11	94185439	94282203
ENSG00000250577	4	138923930	138924232
ENSG00000250602	5	126372477	126509021
ENSG00000250626	4	188768979	188818522
ENSG00000250659	11	62537312	62542018
ENSG00000250685	16	84192558	84197053
ENSG00000250723	4	33850591	33982349
ENSG00000250781	4	42281830	42391651
ENSG00000250790	12	132911470	132914732
ENSG00000250791	4	116489364	116515619
ENSG00000250831	5	89451544	89546335
ENSG00000250850	9	37002635	37008040
ENSG00000250865	4	135792384	135805904
ENSG00000250899	12	3041437	3044950
ENSG00000250920	4	103550086	103559277
ENSG00000250934	3	126259027	126323406
ENSG00000250950	4	119456350	119457277
ENSG00000250954	4	33775498	34039917
ENSG00000250992	5	176036592	176043005
ENSG00000250999	5	179657762	179694828
ENSG00000251023	5	93860669	93863825
ENSG00000251034	8	22481588	22553444
ENSG00000251095	4	89410875	89741804
ENSG00000251131	5	43018145	43034640
ENSG00000251143	11	72014291	72020910
ENSG00000251148	4	2295584	2319089
ENSG00000251152	4	11469250	11478196
ENSG00000251244	4	155495870	155593474
ENSG00000251249	4	151798140	151969381
ENSG00000251281	5	33011322	33017607
ENSG00000251293	5	120245448	120333968
ENSG00000251330	5	148430159	148430807
ENSG00000251339	4	58780626	58984209
ENSG00000251367	5	109467353	109467952
ENSG00000251393	14	73462362	73478563
ENSG00000251408	4	6202328	6206649
ENSG00000251413	10	48624004	48625093
ENSG00000251417	16	28802743	28817835
ENSG00000251421	5	124395603	124400655
ENSG00000251423	5	13860303	13901036
ENSG00000251434	4	31350284	31351725
ENSG00000251459	4	57490792	57495844
ENSG00000251536	12	129852208	129855071
ENSG00000251598	4	131978485	132345621
ENSG00000251600	4	143559153	144343750
ENSG00000251660	7	30157531	30159534
ENSG00000251661	11	318582	330206
ENSG00000251680	5	129500361	129905980
ENSG00000253106	8	124488510	124491643
ENSG00000253116	8	58091442	58106294
ENSG00000253123	8	37326538	37331991
ENSG00000253190	8	66112667	66126632
ENSG00000253196	8	142738037	142766432
ENSG00000253200	8	22613908	22616657
ENSG00000253214	8	81149055	81227014
ENSG00000253227	8	124271661	124287969
ENSG00000253238	8	80207230	80484486
ENSG00000253282	8	101287361	101293783
ENSG00000253284	12	19147074	19154659
ENSG00000253287	8	71779603	71792875
ENSG00000253288	8	137809444	138083657
ENSG00000253334	8	81791823	81815714
ENSG00000253344	8	37626015	37674387
ENSG00000253348	5	170744869	170788724
ENSG00000253361	8	38530416	38561182
ENSG00000253363	8	36361676	36779209
ENSG00000253372	8	122807746	122816517
ENSG00000253377	8	31275542	31390812
ENSG00000253392	19	2908370	2926912
ENSG00000253424	5	158256137	158258436
ENSG00000253449	5	158225352	158234376
ENSG00000253452	8	35862123	36193866
ENSG00000253474	8	49086301	49229174
ENSG00000253475	8	51895957	51896374
ENSG00000253477	8	103483398	103501676
ENSG00000253500	8	87540835	87755718
ENSG00000253519	5	157565964	157576617
ENSG00000253532	8	99119352	99120581
ENSG00000253553	8	88326737	88970677
ENSG00000253557	8	19084992	19259469
ENSG00000253604	8	29905735	29908956
ENSG00000253616	8	23071377	23074488
ENSG00000253636	8	73052178	73063067
ENSG00000253642	8	33604856	34039112
ENSG00000253675	8	86098965	86154225
ENSG00000253688	8	48551527	48556441
ENSG00000253706	8	74791223	74867061
ENSG00000253708	8	30176554	30180888
ENSG00000253715	8	142785374	142812120
ENSG00000253720	8	129939844	129951056
ENSG00000253736	5	172762980	172788112
ENSG00000253754	8	108226200	108227544
ENSG00000253796	8	108871128	109063417
ENSG00000253829	8	38844866	38846439
ENSG00000253837	8	23336171	23366125
ENSG00000253853	8	2726956	2926722
ENSG00000253854	8	93719574	93721167
ENSG00000253858	5	170483806	170486407
ENSG00000253894	8	63465831	63478766
ENSG00000253901	8	91535105	91907619
ENSG00000253911	8	98603253	98606340
ENSG00000253925	5	168085329	168187719
ENSG00000253932	8	13338574	13342754
ENSG00000253939	8	39903775	39995248
ENSG00000253965	5	140347868	140357794
ENSG00000254006	8	64800599	64817603
ENSG00000254092	8	20942285	21298168
ENSG00000254162	8	80535006	80539135
ENSG00000254186	5	162424042	163437437
ENSG00000254187	5	167653224	167661959
ENSG00000254202	8	83912695	84142463
ENSG00000254242	8	19091701	19145449
ENSG00000254251	8	90805712	90859340
ENSG00000254258	8	139460062	139463016
ENSG00000254277	8	71675133	71774483
ENSG00000254287	8	39918076	39920890
ENSG00000254303	8	121931952	122127184
ENSG00000254307	8	94791643	94793106
ENSG00000254314	8	52150820	52154892
ENSG00000254315	8	94533628	94534391
ENSG00000254321	8	38695375	38704855
ENSG00000254325	8	55893595	55895739
ENSG00000254337	8	68848736	68858119
ENSG00000254339	8	114281894	114321122
ENSG00000254343	8	120052180	120056201
ENSG00000254362	8	26440491	26442595
ENSG00000254366	8	77398975	77537290
ENSG00000254394	8	82033533	82961926
ENSG00000254397	11	9430356	9433486
ENSG00000254428	11	119003742	119004893
ENSG00000254459	11	77829654	77872262
ENSG00000254467	11	123653878	123675569
ENSG00000254468	11	112967	125927
ENSG00000254477	11	59752578	59754975
ENSG00000254519	11	45722274	45748029
ENSG00000254568	11	124883691	124887789
ENSG00000254577	11	43390283	43395495
ENSG00000254605	11	70012962	70021059
ENSG00000254606	11	28516832	28519341
ENSG00000254631	11	74397549	74485742
ENSG00000254648	11	134035832	134037107
ENSG00000254649	11	78388061	78392405
ENSG00000254653	11	46116578	46117318
ENSG00000254675	11	78022608	78023722
ENSG00000254676	11	83180144	83184520
ENSG00000254682	11	71448542	71452165
ENSG00000254687	8	53177571	53242683
ENSG00000254698	11	82963681	83039115
ENSG00000254746	11	45486867	45542570
ENSG00000254775	8	60046755	60136599
ENSG00000254777	8	60909661	61027486
ENSG00000254789	11	15571670	15622479
ENSG00000254790	11	125940496	125941193
ENSG00000254802	8	60960976	60967833
ENSG00000254810	11	76648992	76657158
ENSG00000254859	8	143541941	143553609
ENSG00000254907	11	43328590	43359296
ENSG00000254929	10	47517816	47553514
ENSG00000254951	11	7754393	7906289
ENSG00000254971	11	89753982	89754953
ENSG00000254973	8	143758153	143771870
ENSG00000254983	11	12303533	12308216
ENSG00000254987	11	103558118	103895271
ENSG00000254990	11	111767013	111778401
ENSG00000254991	11	12066222	12073353
ENSG00000255021	3	14272268	14303845
ENSG00000255026	11	287305	288987
ENSG00000255031	11	68050740	68053839
ENSG00000255046	8	11797928	11803297
ENSG00000255067	11	12848795	12849433
ENSG00000255081	11	75914201	75915213
ENSG00000255087	11	127017065	127172382
ENSG00000255092	11	44606170	44608101
ENSG00000255097	11	9242448	9245509
ENSG00000255114	11	119044188	119045493
ENSG00000255118	11	62336911	62338090
ENSG00000255139	11	59565913	59655885
ENSG00000255146	11	58044110	58060138
ENSG00000255165	11	44071462	44072403
ENSG00000255176	11	118636620	118638097
ENSG00000255186	11	36386521	36388250
ENSG00000255197	11	47381509	47409369
ENSG00000255237	11	462930	463899
ENSG00000255240	11	58933643	59107085
ENSG00000255289	8	60660743	60664536
ENSG00000255310	8	11107788	11109726
ENSG00000255334	11	112015307	112016124
ENSG00000255348	11	134178482	134186183
ENSG00000255372	11	22261209	22262256
ENSG00000255384	11	118433121	118435435
ENSG00000255421	11	76137315	76137731
ENSG00000255428	11	111414242	111418186
ENSG00000255438	20	47677901	47686297
ENSG00000255456	8	144584040	144586488
ENSG00000255478	11	65367438	65375299
ENSG00000255537	11	125495214	125499528
ENSG00000255595	12	126191096	126470371
ENSG00000255745	12	24704503	24775565
ENSG00000255775	12	6149752	6200644
ENSG00000255801	12	8542747	8567952
ENSG00000255839	12	123707602	123708386
ENSG00000255910	12	19775348	20132472
ENSG00000255921	12	24949163	24963929
ENSG00000256013	16	10529440	10532082
ENSG00000256195	11	114332415	114396219
ENSG00000256196	11	60916320	60925552
ENSG00000256218	12	5366038	5431613
ENSG00000256220	11	61227168	61248533
ENSG00000256249	12	122687125	122715979
ENSG00000256278	15	84611689	84614969
ENSG00000256286	12	126874775	126888723
ENSG00000256314	12	64654060	64655019
ENSG00000256325	12	68828118	68828553
ENSG00000256343	12	130651342	130669233
ENSG00000256448	11	73405297	73410682
ENSG00000256452	11	113818077	113822458
ENSG00000256512	12	27798641	27800708
ENSG00000256571	12	63878787	63879474
ENSG00000256588	11	18507608	18508820
ENSG00000256654	12	4909867	5026012
ENSG00000256705	14	101833435	101839531
ENSG00000256955	12	131855699	131864542
ENSG00000256969	12	4012609	4026658
ENSG00000256982	16	89046172	89052975
ENSG00000256988	12	4804499	4830747
ENSG00000257022	12	21827210	21887957
ENSG00000257027	12	9658567	9662085
ENSG00000257060	15	93029193	93760886
ENSG00000257083	12	66950754	67096410
ENSG00000257120	14	29652809	29657916
ENSG00000257176	12	29277955	29317904
ENSG00000257178	17	48579630	48582259
ENSG00000257180	16	6056975	6092954
ENSG00000257228	12	41409467	41473510
ENSG00000257239	12	41828772	41942455
ENSG00000257252	12	93003381	93377771
ENSG00000257262	12	30200975	30218985
ENSG00000257264	16	14901499	14902174
ENSG00000257268	12	110831779	110845963
ENSG00000257275	14	95711747	95757656
ENSG00000257279	12	116977442	116987337
ENSG00000257294	12	60092864	60096071
ENSG00000257298	12	50185580	50191363
ENSG00000257366	16	16308542	16310000
ENSG00000257373	12	42979254	42996486
ENSG00000257379	12	53441741	53467528
ENSG00000257407	12	115582061	115641126
ENSG00000257431	12	82512677	82515817
ENSG00000257452	12	112907628	113017751
ENSG00000257470	12	96985191	97212817
